Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,Home Mortgage,Purpose_business loan,Purpose_debt/purchase/other,Purpose_house/wedding/education
766992,0.5,0,11,15.8,1001308,0,255,0,0,388542,351082,19942,745,0,0,0,1,0
1165811,7.0,0,15,12.4,436656,0,83,0,0,347952,306584,25308,731,1,0,0,1,0
863094,2.0,0,12,19.0,617298,0,255,0,1,434544,274018,12932,734,0,0,0,1,0
957030,10.0,0,8,18.0,270578,1,32,1,0,212762,138339,14435,734,0,1,0,1,0
786581,1.0,0,7,11.7,281710,0,255,0,1,281908,135280,9767,704,1,0,0,1,0
1165811,10.0,0,18,17.7,747516,0,255,0,1,532224,415758,42230,731,0,1,0,1,0
622402,3.0,0,13,10.0,276892,0,255,0,0,101354,81795,11670,736,0,1,0,1,0
1423347,10.0,0,20,29.1,847858,0,61,0,0,330704,672923,26806,702,0,1,0,1,0
867141,3.0,0,12,11.0,354860,0,255,0,0,267740,176225,9177,742,0,0,0,1,0
1380179,7.0,0,15,12.8,562474,0,255,0,1,776864,42750,11593,724,0,0,1,0,0
600704,10.0,0,9,9.6,654544,0,255,0,0,192918,435822,13416,735,1,0,0,1,0
1165811,10.0,0,13,12.5,344058,0,14,0,0,216238,200279,7395,731,0,1,0,1,0
571881,10.0,0,12,15.1,605440,0,255,0,0,265826,185098,7101,748,0,0,0,1,0
1165811,5.0,0,15,9.5,1343870,0,255,0,0,152438,406220,40550,731,0,1,0,1,0
1165811,10.0,0,14,21.8,731610,0,255,0,0,168872,116261,30042,731,0,1,0,1,0
868832,1.0,0,9,13.9,298738,0,255,0,1,225720,134938,7182,721,0,1,0,0,1
966758,10.0,0,12,30.0,342188,0,16,0,0,215270,104918,15412,709,0,0,0,1,0
947473,0.5,0,8,15.0,369446,0,38,0,0,335852,223668,16502,699,0,0,0,1,0
1977330,10.0,0,17,21.6,1174866,0,255,0,0,125026,803605,37553,744,0,0,0,1,0
1165811,6.0,0,16,17.2,505010,0,12,0,1,218680,289598,14799,731,1,0,0,1,0
1165811,1.0,0,16,7.6,758758,0,255,0,0,215160,172995,5149,731,0,0,0,1,0
2131382,3.0,0,15,12.7,727760,0,20,0,0,336534,127585,11243,710,0,0,0,1,0
1165811,2.0,0,14,9.2,602712,0,255,0,1,314270,93689,19738,731,0,0,0,1,0
663271,0.5,0,12,18.7,335984,1,29,1,0,153604,170924,9783,740,0,0,0,1,0
860301,2.0,0,8,15.9,686092,0,28,0,0,270622,292125,6710,740,0,1,0,1,0
1886510,10.0,0,13,17.1,552398,0,255,0,0,595782,155059,26097,708,0,1,0,1,0
1165811,3.0,0,20,13.5,983664,0,255,0,0,447260,280345,14539,731,1,0,0,1,0
576555,0.5,0,9,7.9,262504,0,255,0,0,199166,216733,13165,716,0,0,0,1,0
1165811,10.0,0,11,22.5,333168,0,46,0,0,141636,121429,23052,731,0,1,0,1,0
2279772,10.0,0,9,15.3,219934,0,46,0,0,615934,184053,26027,730,1,1,0,1,0
2105580,3.0,0,11,26.8,389070,0,64,0,0,447348,309491,27373,714,0,1,0,1,0
468787,1.0,0,11,5.5,433598,0,255,0,0,184558,103740,10626,685,0,0,0,1,0
2692718,2.0,0,10,10.0,725780,0,255,0,0,265826,470117,13666,727,0,0,0,1,0
2218003,1.0,0,11,25.0,1085678,0,255,0,1,587642,496945,43251,713,1,0,0,1,0
1165811,5.0,0,11,14.5,360448,0,255,0,0,130988,231610,15955,731,0,0,0,1,0
1245507,3.0,0,6,13.4,237336,0,255,0,1,332816,171152,14385,697,0,0,0,1,0
1165811,10.0,0,3,11.8,135806,0,255,0,0,21560,60648,1585,731,0,0,0,1,0
1160862,0.5,0,13,11.5,419474,0,55,0,0,336050,82593,25636,747,0,0,0,1,0
3663789,10.0,0,17,34.1,476476,0,255,0,0,265826,973959,35417,742,0,1,0,1,0
3616593,9.0,0,11,16.4,524282,0,19,0,0,265826,255835,40385,725,0,0,0,1,0
1165811,0.0,0,7,23.4,476476,0,8,0,0,314534,59527,3279,731,0,1,0,0,1
777480,5.0,0,7,8.0,121484,0,255,0,0,265826,87818,8876,733,0,1,0,1,0
225112,3.0,0,5,9.0,204424,0,255,0,0,32582,3002,236,709,0,0,0,1,0
767220,10.0,0,10,14.9,657052,1,32,1,0,169752,353514,17965,733,1,1,0,1,0
1492792,5.0,0,18,24.9,1546798,0,255,0,1,756228,928416,39310,684,0,1,0,1,0
1762155,10.0,0,7,25.6,450516,0,255,0,0,443564,288306,25404,748,0,1,0,1,0
679440,9.0,0,8,12.6,94644,1,71,1,0,205986,34010,11494,733,1,0,0,1,0
1717353,2.0,0,9,17.7,128106,0,55,0,1,336952,106761,17746,696,1,1,0,1,0
1165811,6.0,0,15,26.5,1915254,0,255,0,0,86724,507813,12416,731,0,1,0,1,0
804346,2.0,0,5,16.0,248974,1,32,1,0,259908,128155,9920,718,1,0,0,1,0
538232,4.0,0,12,7.6,467984,0,68,0,0,129646,138624,12155,728,0,0,0,1,0
1165811,10.0,0,7,17.8,259468,1,32,1,0,156860,36746,16354,731,0,0,0,1,0
785156,6.0,0,16,18.6,519464,0,58,0,0,108240,221616,7590,733,0,0,0,1,0
1453500,3.0,0,6,12.5,327426,0,255,0,0,134640,93309,9145,748,0,1,0,1,0
765529,5.0,0,8,8.0,388784,0,255,0,1,288178,237044,17288,657,0,0,0,1,0
2132256,10.0,0,17,20.0,2242240,0,255,0,0,551100,206188,33939,710,0,1,0,1,0
1165811,0.5,0,4,18.7,172722,1,32,0,0,64790,146186,19270,731,0,0,0,1,0
1742756,10.0,0,12,24.7,641080,0,9,0,0,329010,252472,37179,746,0,1,0,1,0
1165811,0.5,0,8,14.0,349756,0,255,0,0,224202,165224,15126,731,0,0,0,1,0
1664799,8.0,0,19,20.6,476476,1,32,1,0,265826,1281987,12236,745,0,1,0,1,0
564984,6.0,0,9,9.6,233420,0,255,0,0,117744,142918,6168,743,1,1,0,1,0
1817274,10.0,0,18,16.8,562826,1,32,1,0,318956,182761,20747,743,0,0,0,1,0
2821671,9.0,0,5,22.1,184932,0,71,0,0,180268,70110,7101,746,0,1,0,0,1
1165811,10.0,0,18,31.7,769296,0,255,0,0,261514,511575,28034,731,1,0,0,1,0
769500,3.0,0,15,33.0,569866,0,67,0,0,265826,174724,8464,717,0,0,1,0,0
933375,10.0,0,17,20.1,768372,0,255,0,0,216150,152627,6254,741,0,0,0,1,0
2436655,10.0,0,23,25.1,2114310,0,57,0,0,265826,482068,45687,735,0,0,0,1,0
1747278,10.0,0,8,19.8,206844,0,42,0,0,377652,159334,20385,744,0,1,0,1,0
969475,2.0,0,13,15.1,403150,0,255,0,0,198220,264271,14704,718,0,0,0,1,0
1221415,10.0,0,10,16.9,868208,0,255,0,1,559174,465633,23716,689,0,1,0,1,0
895071,10.0,0,4,14.5,161392,1,32,1,0,339636,22306,2081,708,0,0,0,1,0
907440,10.0,0,12,9.9,471438,0,255,0,0,394020,280535,14217,735,1,0,0,1,0
1165811,4.0,0,7,21.7,341462,0,255,0,0,110198,169860,12715,731,0,0,0,1,0
1399350,10.0,0,10,11.7,676192,0,255,0,1,345664,466013,34984,668,1,0,0,1,0
2451418,10.0,0,25,21.9,2687762,0,255,0,0,469106,1274368,50254,748,1,1,0,1,0
1045741,4.0,0,19,17.7,645260,0,11,0,1,385264,270275,17603,676,1,0,0,1,0
2362080,3.0,0,26,26.8,383130,0,255,0,0,753764,260072,16790,706,0,1,0,1,0
493905,8.0,0,16,9.8,1356564,0,255,0,0,195206,474487,11977,721,0,0,0,1,0
1431156,10.0,0,16,30.5,729982,0,11,0,0,446996,436905,38402,688,1,0,0,1,0
1165811,1.0,3,10,16.0,543906,4,26,1,0,296120,37582,11103,731,1,0,0,1,0
1165811,3.0,0,26,17.8,889130,0,255,0,0,434412,439242,20222,731,1,1,0,1,0
1692235,10.0,0,11,20.9,514866,1,32,1,0,265826,372172,29614,738,0,0,0,1,0
844911,9.0,0,10,16.8,650364,0,255,0,1,265826,310612,11265,724,0,1,0,1,0
1165811,10.0,0,15,14.6,477312,0,255,0,0,218790,244036,19530,731,0,1,0,1,0
2073603,10.0,0,11,17.5,1024650,0,255,0,1,400906,544236,23501,718,0,1,0,1,0
1580439,10.0,0,11,20.5,1762860,0,44,0,1,301400,51756,5452,724,0,0,0,0,1
1704965,8.0,0,13,15.9,882970,0,255,0,0,216942,469737,26711,747,0,1,0,1,0
577410,7.0,0,7,12.5,225170,0,255,0,0,222860,146433,9662,743,0,0,0,1,0
1420288,3.0,0,8,20.8,205062,0,66,0,0,162206,60382,29234,632,0,0,0,0,1
668325,7.0,0,12,27.8,550858,0,255,0,0,176880,342532,15483,724,0,0,0,1,0
1165811,3.0,0,9,27.1,173140,0,29,0,0,153318,111853,29992,731,0,0,0,1,0
938030,3.0,0,10,14.0,371272,0,255,0,1,434456,268052,8989,710,0,0,0,1,0
1634000,10.0,0,10,28.2,1278662,0,255,0,1,616000,693500,21514,742,0,1,0,1,0
1165811,7.0,0,13,22.5,476476,0,21,0,0,343244,129124,17647,731,0,1,0,1,0
1165811,10.0,0,6,11.0,558734,0,255,0,0,216656,160208,19987,731,1,0,0,1,0
814112,8.0,0,11,9.5,296604,0,255,0,0,134662,61997,16282,733,0,1,0,1,0
2128209,10.0,0,5,32.3,319110,0,27,0,0,281622,105013,13355,739,0,1,0,0,1
1165811,10.0,0,7,18.7,317306,0,255,0,0,303050,192375,18487,731,0,0,0,1,0
573135,0.0,0,15,16.6,476564,0,10,0,0,237798,46930,6400,719,1,1,0,1,0
1772510,10.0,0,10,17.6,174966,1,32,1,0,64812,76304,11285,686,0,1,0,1,0
953838,5.0,0,10,12.0,1017500,0,255,0,0,393668,184528,9777,748,0,1,0,1,0
2335100,3.0,0,14,13.2,718014,0,255,0,0,259556,362767,19226,729,1,0,0,1,0
948176,1.0,0,12,11.7,208692,0,255,0,0,86108,117325,10059,741,0,0,0,1,0
733172,0.5,0,10,10.0,22000,0,30,0,0,175956,19266,10448,675,1,0,0,1,0
999856,1.0,0,12,16.0,424974,0,255,0,0,267168,237101,18664,728,0,0,0,1,0
216714,0.0,0,10,7.5,163438,0,255,0,0,265826,47557,4136,690,0,0,0,1,0
1520912,1.0,0,23,16.4,1413698,1,32,0,0,330198,422427,35615,747,1,0,0,1,0
2111527,9.0,0,11,18.0,1168706,0,255,0,0,244486,180671,12071,749,0,0,0,1,0
1165811,0.0,0,12,13.5,173338,1,32,1,0,65010,79344,9658,731,0,0,0,1,0
1165811,10.0,0,15,31.4,1447270,0,255,0,1,559680,899935,49432,746,0,1,0,1,0
1165811,8.0,0,12,16.8,1561406,0,255,0,1,548636,865735,26549,731,1,0,0,1,0
1584486,10.0,0,11,25.9,2623500,0,255,0,0,265826,713716,20994,745,0,1,0,1,0
2687303,6.0,0,12,25.5,1129810,0,255,0,0,583418,835240,39638,744,0,1,0,1,0
1433265,10.0,0,11,22.4,1036684,0,14,0,0,402732,209513,6844,745,0,0,0,1,0
1165811,2.0,0,15,20.1,487608,0,5,0,0,219648,244663,19728,731,0,1,0,1,0
1691874,7.0,0,13,19.8,771056,0,255,0,0,522412,487445,17765,738,1,0,0,1,0
1165811,1.0,0,16,14.8,128678,0,255,0,0,212850,44897,16432,731,1,0,0,1,0
1197551,9.0,0,5,16.6,311740,0,255,0,0,130284,102315,1697,719,0,0,0,1,0
3129357,1.0,0,22,19.9,690910,0,75,0,1,592922,86526,35466,737,0,0,0,1,0
2365367,5.0,0,16,23.6,476476,0,255,0,0,152152,206188,47347,742,0,1,0,1,0
1165811,10.0,0,11,18.4,1516482,0,255,0,1,546898,733438,20186,731,1,0,0,1,0
1917860,1.0,0,7,22.7,370964,0,68,0,0,265826,91314,12482,745,0,1,0,1,0
1458630,3.0,0,13,9.0,198242,0,255,0,0,405350,167276,10964,744,1,1,0,1,0
1221054,9.0,0,8,12.7,576928,0,75,0,1,403964,286007,14134,717,0,1,0,1,0
603554,10.0,0,12,14.5,357874,0,25,0,0,109208,114969,14787,734,0,0,0,0,1
1921660,10.0,0,13,21.0,476476,0,255,0,1,267014,835259,32636,738,0,1,0,0,1
1706580,0.5,0,11,11.8,676390,0,255,0,1,245916,555522,21759,717,1,1,0,1,0
1038103,7.0,0,12,13.0,655358,0,255,0,1,437096,342988,19205,674,0,1,0,1,0
1617869,10.0,0,7,17.5,548416,0,36,0,0,289916,273277,21437,733,1,0,0,1,0
1223277,10.0,0,4,35.5,775940,0,255,0,0,147004,21451,928,750,0,1,0,1,0
1812771,10.0,0,10,19.6,620026,0,255,0,1,552376,69084,9880,723,1,1,0,0,1
1530792,10.0,0,13,27.4,1324840,0,255,0,0,265826,613282,21176,733,0,1,0,1,0
1942902,10.0,0,6,10.5,463738,0,255,0,0,131054,93309,1263,746,0,0,0,1,0
1481240,1.0,0,12,30.7,575960,0,38,0,0,205458,308902,20244,733,0,0,0,1,0
854335,7.0,0,15,16.9,606100,0,255,0,0,430100,427139,20290,740,0,0,0,1,0
1165811,0.5,0,13,33.0,375584,1,32,1,1,214786,150176,17205,731,1,1,0,1,0
780045,2.0,0,17,20.9,423522,0,255,0,1,353210,303962,21841,697,1,0,0,1,0
916104,6.0,0,13,7.5,247280,0,255,0,0,198902,70699,15955,700,1,0,0,1,0
992047,7.0,0,16,17.5,391446,1,53,1,0,212058,135223,7349,737,0,0,0,1,0
1165811,0.0,0,14,11.0,180026,0,44,0,0,111122,105735,5700,731,1,0,0,1,0
681169,1.0,0,16,21.0,497992,0,14,0,1,338030,199139,15667,712,1,1,0,1,0
1121304,7.0,0,10,15.6,408760,0,8,0,1,265826,124963,14764,718,0,1,0,1,0
972002,5.0,0,10,22.4,507386,0,255,0,1,502700,351443,24219,676,1,0,0,1,0
444904,0.0,0,9,23.4,363220,1,32,1,0,190388,123595,8046,738,1,0,0,1,0
2897310,10.0,7,9,20.0,434126,7,54,0,0,782782,275576,37182,716,0,0,0,1,0
1115965,3.0,0,15,28.1,697312,0,255,0,0,262812,115615,28085,748,0,0,0,1,0
2383265,10.0,0,24,30.3,2234056,0,9,0,0,454520,737029,42899,746,0,1,0,1,0
931190,7.0,0,7,16.4,108460,0,11,0,0,164978,62301,5013,719,0,0,0,1,0
1538848,3.0,0,8,11.2,656920,0,255,0,1,668184,342114,20005,643,0,1,0,1,0
3131865,10.0,0,8,24.8,476476,0,255,0,1,559636,206188,22210,745,0,1,0,1,0
2444065,10.0,0,19,27.6,794266,0,1,0,0,265826,190684,36661,747,0,1,0,1,0
931855,9.0,0,10,13.7,215864,0,35,0,0,265826,53884,7998,745,0,0,0,1,0
2330122,10.0,0,17,26.0,157586,0,255,0,0,265826,107654,35709,709,0,0,0,1,0
1672380,0.5,0,13,20.6,339658,0,5,0,0,339944,146965,30521,708,1,1,0,1,0
1453500,10.0,0,7,19.4,136906,0,56,0,0,168300,111720,6529,721,0,0,0,1,0
1323882,2.0,0,19,18.0,1273734,0,255,0,0,597828,779931,27471,744,1,0,0,1,0
1584315,10.0,0,9,24.5,386496,0,255,0,0,211508,294747,36439,743,1,1,0,1,0
1981472,10.0,0,13,23.1,476476,0,255,0,1,222750,206188,23778,727,0,0,0,1,0
1165811,0.5,0,6,11.8,180334,0,255,0,0,286660,133627,14594,731,0,0,0,1,0
1722958,0.0,0,6,19.6,513150,0,42,0,0,107602,163533,3963,750,0,0,0,1,0
1165811,5.0,0,5,26.9,532466,0,255,0,1,532334,412946,18734,731,0,1,0,1,0
1165811,10.0,0,14,19.0,520630,0,19,0,1,311410,403313,15017,731,1,1,0,1,0
1165811,10.0,0,8,25.4,1058926,0,255,0,0,758384,468236,23438,731,0,1,0,1,0
1256489,10.0,0,12,28.2,952930,0,255,0,0,335742,334134,17905,747,0,1,0,1,0
1300075,10.0,0,10,28.5,294470,0,255,0,0,265826,142671,18851,748,0,1,0,1,0
692132,7.0,0,9,13.3,637076,0,39,0,0,320562,309206,8594,747,0,1,0,1,0
991363,7.0,0,4,16.1,55198,0,255,0,0,265826,47766,9996,719,0,1,0,1,0
887034,6.0,0,12,16.0,796334,0,255,0,1,446116,513760,9240,692,0,1,0,1,0
1587868,2.0,0,5,9.6,407088,0,255,0,0,315194,261915,7344,718,0,0,0,1,0
3095632,3.0,0,15,21.0,508354,0,19,0,0,265826,288002,41017,739,0,1,0,1,0
1165811,8.0,0,15,14.6,488620,1,32,1,1,380842,194541,31817,731,0,0,0,1,0
1259206,10.0,0,8,28.3,805244,0,255,0,0,265826,476368,18154,744,0,1,0,1,0
1896447,10.0,0,3,20.8,55946,0,35,0,0,271128,48317,10683,702,0,1,0,1,0
1016975,8.0,0,12,11.5,935220,0,255,0,0,540804,685729,18390,715,1,0,0,1,0
1165811,7.0,0,8,10.2,181588,0,255,0,1,426360,42655,2775,731,1,1,0,1,0
1801713,2.0,0,10,22.6,850762,0,255,0,0,266332,294633,18618,738,0,1,0,1,0
803928,9.0,0,10,17.7,422136,0,24,0,0,54120,1463,15878,734,1,0,0,1,0
1723528,7.0,0,13,15.7,986436,0,50,0,1,759220,222357,28582,693,1,1,0,1,0
1165811,1.0,0,12,17.7,206250,0,7,0,0,266266,136971,25296,731,0,1,0,1,0
1165811,7.0,0,11,18.1,157454,0,5,0,0,177474,88654,28125,731,0,1,0,1,0
756428,6.0,0,11,13.9,275660,0,43,0,0,164230,134520,18595,740,1,0,0,1,0
1165811,10.0,0,16,23.7,1637020,0,13,0,0,430144,918973,24130,731,0,1,0,1,0
1165811,0.5,0,5,14.2,106700,0,255,0,0,85888,72713,2670,731,1,0,0,1,0
1028280,0.5,0,9,20.0,391688,0,255,0,0,207812,195852,16967,739,0,0,0,1,0
1614354,2.0,0,16,13.7,1196052,0,74,0,1,439824,734445,43049,686,1,0,0,1,0
1362186,10.0,0,13,33.3,950400,0,255,0,0,338558,702601,36666,746,0,0,0,1,0
793250,10.0,0,9,19.3,277838,0,255,0,1,366850,203718,17121,686,0,0,0,1,0
1335909,2.0,0,19,15.8,548966,1,37,1,0,326810,199595,31839,719,0,0,0,1,0
670928,10.0,0,12,17.7,968286,0,255,0,0,188672,381330,12803,743,0,0,0,1,0
836627,9.0,0,10,11.7,688578,0,255,0,1,265826,324102,13665,730,0,0,0,1,0
1045494,0.0,0,8,33.6,742126,0,6,0,1,533544,198037,5733,719,1,0,0,1,0
1529956,1.0,0,9,9.7,505560,0,38,0,1,443960,276374,9167,627,1,1,0,1,0
1358158,10.0,0,3,19.8,152746,0,255,0,1,400246,56449,985,706,0,1,0,1,0
1250808,10.0,0,7,13.7,309694,1,32,1,1,356510,122227,17199,717,0,1,0,1,0
1436552,10.0,0,10,27.0,321706,0,255,0,1,354860,250610,38787,660,0,0,0,1,0
1593796,8.0,0,13,15.1,1133110,0,255,0,0,194194,597911,28688,734,1,0,0,1,0
1165811,10.0,0,8,17.5,219384,2,32,2,0,223520,115577,17324,731,0,0,0,1,0
3427866,10.0,0,15,22.0,1120482,0,255,0,1,265826,687059,26052,671,0,1,0,1,0
1064950,10.0,0,12,17.6,395736,0,71,0,1,482790,60154,13845,699,1,0,0,1,0
1064969,1.0,0,17,24.1,302610,0,32,0,0,89672,219792,21388,746,0,0,0,1,0
474943,0.0,0,2,12.5,125906,1,32,1,0,77264,68286,1354,721,1,0,0,1,0
937612,6.0,0,4,11.4,220858,0,255,0,0,39380,169575,8829,725,0,1,0,1,0
1165811,1.0,0,17,8.7,475354,0,255,0,0,88396,247551,17151,731,0,0,0,1,0
862353,1.0,0,19,16.5,840752,0,255,0,0,299002,336908,16241,726,1,0,0,1,0
1165811,8.0,0,7,21.6,110682,1,32,0,0,258698,93689,16427,731,1,0,0,1,0
1158696,9.0,0,11,18.4,574882,1,43,1,1,485782,373350,22112,717,1,1,0,1,0
1165811,7.0,2,9,13.8,334884,3,62,1,0,330858,121467,15197,731,1,0,0,1,0
1041371,10.0,0,17,16.9,436084,0,32,0,0,265826,102828,13763,715,0,0,0,1,0
1036963,10.0,0,9,16.1,266156,1,37,1,0,176836,119985,13567,746,0,0,0,1,0
2174018,10.0,0,14,19.5,536910,0,35,0,1,772860,219336,25545,732,0,1,0,1,0
1165811,10.0,0,8,19.0,1359204,0,255,0,1,462880,238298,17564,731,1,1,0,0,1
968050,10.0,0,6,18.0,805266,0,255,0,1,515614,212116,15327,737,0,1,0,0,1
2127620,10.0,0,11,32.5,244222,0,73,0,0,223960,179702,29432,704,0,1,0,0,1
737086,0.5,0,11,15.7,1515030,0,255,0,1,420552,425239,18243,686,1,0,0,1,0
1235247,4.0,0,6,12.3,92466,0,40,0,1,92422,15010,4756,699,1,0,0,1,0
1899620,10.0,0,13,20.8,1344640,0,18,0,0,549890,581799,18363,746,1,1,0,1,0
894425,3.0,0,9,32.4,1969066,0,255,0,1,496892,841776,28398,673,0,0,0,1,0
1165811,10.0,0,11,14.1,814506,0,255,0,0,212344,448096,14875,731,0,1,0,1,0
970672,0.5,0,18,17.9,1789568,0,41,0,0,265826,612028,22245,739,0,0,0,1,0
1165811,0.5,0,23,12.0,171006,1,63,1,0,329076,110922,8478,731,1,0,0,1,0
1177183,10.0,0,15,16.4,503294,0,6,0,1,475970,283841,24328,667,1,1,0,1,0
1577152,10.0,0,9,30.5,592174,0,255,0,0,265826,474582,15772,742,0,0,0,1,0
1299942,10.0,0,11,27.0,939554,0,64,0,1,538648,508782,16357,684,0,1,0,1,0
1165811,3.0,0,6,18.1,879758,0,255,0,0,221518,187663,13680,731,0,0,0,1,0
1499632,2.0,0,9,11.5,88968,0,21,0,0,265826,44327,3737,724,0,0,0,1,0
1101050,5.0,0,12,15.7,1075272,0,255,0,0,259292,420679,25232,749,0,1,0,1,0
966720,10.0,1,11,20.4,219362,1,32,0,1,438790,130359,23040,699,1,1,0,0,1
1050624,5.0,0,8,17.0,318142,0,21,0,0,265826,111283,21013,721,0,0,0,1,0
1165811,6.0,0,20,20.5,362890,0,255,0,0,147708,164521,28141,731,0,1,0,1,0
1165811,10.0,0,21,27.5,1063040,0,70,0,0,357346,255227,7827,731,0,1,0,1,0
1152198,10.0,2,6,24.4,381128,2,17,0,0,311300,249831,25732,748,1,0,0,1,0
1300474,10.0,0,9,22.7,505582,0,255,0,0,451748,218766,29694,743,0,1,0,1,0
1211174,10.0,0,5,19.4,252582,0,27,0,1,215754,139821,9841,726,0,1,0,1,0
2040885,8.0,0,20,17.8,1616428,0,28,0,0,451154,1053987,37076,738,1,0,0,1,0
895394,10.0,0,10,13.5,325952,1,32,1,0,181434,55746,5783,737,0,0,0,1,0
1202263,8.0,0,10,17.0,181852,1,32,1,0,157168,112917,12243,712,0,1,0,0,1
780843,10.0,0,5,22.4,387134,0,255,0,0,107646,60857,3846,750,0,1,0,1,0
2226477,4.0,0,18,18.7,820204,0,255,0,1,555610,393148,31356,738,0,1,0,1,0
693443,6.0,0,5,15.0,390412,0,255,0,1,236412,287603,15371,703,0,0,0,1,0
761083,10.0,0,15,15.4,593032,0,255,0,0,214940,285285,13065,714,1,1,0,1,0
1453937,1.0,0,7,15.4,404074,1,32,1,0,359150,220552,31259,746,0,1,0,1,0
773984,10.0,0,10,16.6,562782,0,17,0,0,313676,290643,15286,742,0,1,0,1,0
1018818,10.0,0,3,21.7,358358,0,6,0,0,262152,150100,3922,703,0,0,0,1,0
1165811,10.0,0,12,18.7,506154,0,255,0,0,349118,298566,21762,731,1,0,0,1,0
608855,1.0,0,8,12.2,487388,0,37,0,0,211486,317794,7864,742,1,1,0,1,0
1330399,1.0,0,13,7.6,654412,0,255,0,0,265826,176339,23171,728,0,0,0,1,0
699732,2.0,0,6,14.9,252384,0,255,0,1,270072,84360,12129,728,1,0,0,1,0
1165811,10.0,0,10,16.5,506242,0,38,0,0,67452,297293,19698,731,0,1,0,1,0
1165811,3.0,0,10,10.0,276166,0,57,0,0,345004,12407,18467,731,1,1,0,1,0
784320,3.0,0,12,15.6,634370,0,39,0,1,265826,237215,4458,737,0,0,0,1,0
1179653,5.0,0,20,14.4,489896,0,53,0,0,265826,145540,16908,745,0,1,0,1,0
1121190,10.0,0,12,13.2,1066450,0,10,0,1,622600,47899,35972,698,0,0,0,1,0
1549336,5.0,0,20,11.3,915794,0,38,0,0,451858,393091,30599,716,0,1,0,1,0
919714,10.0,0,10,10.7,184976,0,255,0,0,265826,114551,14026,710,0,1,0,1,0
1165811,5.0,0,13,21.2,240328,0,19,0,0,174790,66215,13055,731,0,1,0,1,0
1243892,4.0,0,12,17.9,1152822,0,52,0,1,221584,115482,5494,661,1,0,0,1,0
597664,4.0,0,8,18.5,116248,0,20,0,0,89298,32927,1434,717,0,0,0,1,0
840351,6.0,0,6,20.5,141614,0,55,0,0,265826,93936,6205,738,0,0,0,1,0
1592713,10.0,0,16,17.4,885610,0,60,0,1,607508,584345,22829,682,1,1,0,1,0
1745948,4.0,0,5,10.2,114840,0,255,0,1,265826,76950,1891,663,0,1,0,0,1
746624,5.0,0,12,16.4,350702,1,32,1,0,265826,82688,5301,735,0,0,0,1,0
896135,10.0,0,15,28.2,551034,1,32,1,1,324258,109459,21134,695,1,1,0,0,1
747916,9.0,0,15,17.2,248886,0,7,0,0,180246,85766,12278,661,1,1,0,1,0
600571,2.0,0,10,6.8,229416,0,255,0,0,139304,90744,11161,731,1,0,0,1,0
521569,0.5,0,10,10.1,174680,0,255,0,0,114862,134273,4390,718,0,0,0,1,0
745028,10.0,0,7,20.9,666050,0,39,0,0,215666,402078,17322,741,0,0,0,1,0
1280372,2.0,0,12,16.5,398750,0,41,0,0,109010,262751,19526,713,0,0,0,1,0
1165811,7.0,0,6,17.2,193600,1,54,1,1,337568,128079,10011,731,0,1,0,0,1
1165811,10.0,0,9,28.8,619190,0,255,0,1,762454,357219,9705,731,1,1,0,1,0
699466,4.0,0,17,18.0,355410,0,35,0,0,265826,111112,18594,741,0,1,0,1,0
1938570,10.0,0,13,16.3,653796,0,52,0,0,336710,159790,53634,739,1,1,0,1,0
1165811,0.5,0,8,13.9,449746,0,6,0,0,446072,362786,26293,731,0,0,0,1,0
811490,4.0,0,6,15.1,326436,0,23,0,0,331672,157320,7709,713,0,1,1,0,0
1651328,3.0,0,11,19.8,605220,0,28,0,0,333498,274930,10445,743,0,1,0,1,0
1167474,3.0,0,5,17.1,1251272,0,255,0,0,265826,28101,3425,748,0,0,1,0,0
1165811,7.0,0,14,19.1,387728,0,255,0,0,65340,262523,9806,731,1,1,0,1,0
1165811,9.0,0,5,14.8,250250,0,43,0,0,98538,83866,8113,731,1,0,0,0,1
1146726,10.0,0,6,21.6,148390,0,7,0,1,221298,75088,6250,723,1,1,0,1,0
761824,0.5,0,13,12.0,288684,1,30,0,0,264638,68324,10539,731,1,0,0,1,0
1749843,5.0,0,11,17.5,148566,0,19,0,0,267344,63384,23623,742,0,1,0,1,0
1459770,4.0,0,8,40.4,1035276,0,28,0,0,270446,750139,15936,744,0,1,0,1,0
1349152,10.0,0,10,24.0,1307328,0,255,0,1,468644,991306,28669,719,1,1,0,0,1
2069309,0.5,0,14,13.4,623194,0,255,0,1,424754,508592,39489,729,0,1,0,1,0
1165811,9.0,0,8,26.9,357038,0,255,0,0,223234,212154,5029,731,0,1,0,1,0
2048428,9.0,0,6,30.5,1167958,0,24,0,0,217602,850326,45577,738,0,0,0,1,0
2003854,4.0,0,9,22.6,254232,1,32,1,0,265826,137446,14294,720,0,0,0,1,0
2124276,0.5,0,9,34.1,2800864,0,9,0,0,295152,206188,18410,704,0,1,0,1,0
1719500,2.0,0,11,16.9,500896,0,16,0,0,459470,341753,21780,739,0,1,0,1,0
675317,0.5,0,7,10.5,591338,0,255,0,0,22352,25023,7541,618,0,0,0,1,0
